date,price
2000-01,728682000
2001-01,584056703
2002-01,527367229
2003-01,676979502
2004-01,907056672
2005-01,1012207803
2006-01,1544394450
2007-01,2350471671
2008-01,2603790728
2009-01,2302669116
2010-01,2537295128
2011-01,3774567956
2012-01,4639058323
2013-01,3770051794
2014-01,4869768951
2015-01,4005173289
2016-01,4826959167
2017-01,4623612809
2018-01,4069453521
2020-01,3166060236
2021-01,3718533898
2022-01,4521036115
