Date,Price,Open,High,Low,Vol.,Change %
01/01/2025,2,80.0,2,80.0,2,80.0,2,80.0,,0.00%
12/31/2024,2,80.0,2,95.0,2,12.5,2,46.5,,0.02%
12/30/2024,2,76.0,2,46.5,2,85.5,2,44.0,,0.12%
12/27/2024,2,45.0,2,45.0,2,56.5,2,25.0,,0.08%
12/26/2024,2,25.0,2,20.0,2,51.0,2,20.0,,0.02%
12/25/2024,2,20.0,2,37.5,2,55.0,2,15.0,,-0.02%
12/24/2024,2,25.0,2,50.0,2,65.0,2,32.5,,-0.06%
12/23/2024,2,40.0,2,40.0,2,65.0,2,25.5,,-0.02%
12/20/2024,2,45.0,2,65.0,2,67.5,2,50.0,,-0.02%
12/19/2024,2,50.0,2,65.0,2,69.0,2,50.0,,0.02%
12/18/2024,2,45.0,2,45.0,2,57.5,2,95.0,,0.06%
12/17/2024,2,30.0,2,92.5,2,40.0,2,46.5,,0.18%
12/16/2024,2,85.0,2,90.0,2,05.0,2,46.5,,-0.06%
12/13/2024,2,00.0,2,04.5,2,10.0,2,85.0,,0.02%
12/12/2024,2,94.0,2,67.5,2,99.0,2,60.0,,0.06%
12/11/2024,2,80.0,2,60.0,2,90.0,2,46.5,,0.08%
12/10/2024,2,60.0,2,80.0,2,82.5,2,65.0,,-0.04%
12/09/2024,2,70.0,2,73.5,2,95.0,2,65.0,,-0.02%
12/06/2024,2,75.0,2,95.0,2,96.5,2,66.5,,-0.02%
12/05/2024,2,80.0,2,10.0,2,14.0,2,46.5,,-0.08%
12/04/2024,2,00.0,2,05.0,2,12.5,2,65.0,,0.02%
12/03/2024,2,95.0,2,00.0,2,08.0,2,46.5,,0.08%
12/02/2024,2,74.0,2,67.5,2,92.5,2,40.0,,0.12%
11/29/2024,2,44.0,2,40.0,2,05.0,2,40.0,,-0.06%
11/28/2024,2,58.0,2,55.0,2,07.5,2,27.5,,-0.07%
11/27/2024,2,75.0,2,05.0,2,17.5,2,85.0,,-0.12%
11/26/2024,2,05.0,2,25.0,2,25.0,2,05.0,,-0.02%
11/25/2024,2,10.0,2,15.0,2,25.0,2,88.5,,-0.03%
11/22/2024,2,17.0,2,22.5,2,32.5,2,15.0,,0.01%
11/21/2024,2,15.0,2,25.0,2,34.0,2,03.5,,0.00%
11/20/2024,2,15.0,2,00.0,2,25.0,2,95.0,,0.08%
11/19/2024,2,95.0,2,95.0,2,17.5,2,75.0,,-0.04%
11/18/2024,2,05.0,2,85.0,2,17.5,2,42.5,,0.10%
11/15/2024,2,80.0,2,85.0,2,97.5,2,75.0,,-0.04%
11/14/2024,2,90.0,2,75.0,2,05.0,2,35.0,,0.24%
11/13/2024,2,30.0,2,50.0,2,63.5,2,95.0,,-0.04%
11/12/2024,2,40.0,2,55.0,2,57.5,2,03.5,,0.12%
11/11/2024,2,10.0,2,85.0,2,32.5,2,55.0,,0.20%
11/08/2024,2,60.0,2,05.0,2,15.0,2,75.0,,-0.36%
11/07/2024,2,50.0,2,15.0,2,20.0,2,65.0,,-0.08%
11/06/2024,2,70.0,2,80.0,2,17.5,2,55.0,,0.16%
11/05/2024,2,30.0,2,22.5,2,65.0,2,90.0,,0.08%
11/04/2024,2,10.0,2,80.0,2,35.0,2,67.5,,0.12%
11/01/2024,2,80.0,2,80.0,2,45.0,2,60.0,,0.04%
10/31/2024,2,70.0,2,30.0,2,50.0,2,75.0,,-0.04%
10/30/2024,2,80.0,2,45.0,2,05.0,2,90.0,,-0.06%
10/29/2024,2,95.0,2,55.0,2,55.0,2,78.5,,-0.20%
10/28/2024,2,45.0,2,00.0,2,35.0,2,50.0,,-0.04%
10/25/2024,2,55.0,2,12.5,2,30.0,2,70.0,,-0.12%
10/24/2024,2,85.0,2,94.0,2,55.0,2,85.0,,-0.06%
10/23/2024,2,00.0,2,15.0,2,32.5,2,75.0,,0.04%
10/22/2024,2,90.0,2,90.0,2,05.0,2,60.0,,0.42%
10/21/2024,2,85.0,2,65.0,2,05.0,2,65.0,,0.54%
10/18/2024,2,50.0,2,25.0,2,75.0,2,65.0,,-0.12%
10/17/2024,2,80.0,2,30.0,2,07.5,2,30.0,,0.84%
10/16/2024,2,70.0,2,75.0,2,10.0,2,95.0,,0.18%
10/15/2024,2,25.0,2,65.0,2,59.0,2,35.0,,0.34%
10/14/2024,2,40.0,2,17.0,2,52.5,2,05.0,,0.14%
10/11/2024,2,05.0,2,40.0,2,55.5,2,05.0,,-0.10%
10/10/2024,2,30.0,2,70.0,2,70.0,2,25.0,,0.00%
10/09/2024,2,30.0,2,37.5,2,47.5,2,20.0,,-0.02%
10/08/2024,2,35.0,2,45.0,2,55.0,2,31.5,,-0.02%
10/07/2024,2,40.0,2,55.0,2,60.0,2,37.5,,0.34%
10/04/2024,2,55.0,2,70.0,2,72.5,2,20.0,,0.04%
10/03/2024,2,45.0,2,10.0,2,62.5,2,40.0,,0.38%
10/02/2024,2,52.0,2,30.0,2,75.0,2,91.0,,0.23%
10/01/2024,2,95.0,2,75.0,2,15.0,2,52.5,,0.16%
09/30/2024,2,55.0,2,80.0,2,15.0,2,45.0,,-0.14%
09/27/2024,2,90.0,2,20.0,2,30.0,2,85.0,,-0.10%
09/26/2024,2,15.0,2,25.0,2,40.0,2,52.5,,0.14%
09/25/2024,2,80.0,2,45.0,2,05.5,2,36.0,,-0.04%
09/24/2024,2,90.0,2,55.0,2,55.0,2,85.0,,-0.10%
09/23/2024,2,15.0,2,20.0,2,55.0,2,33.0,,0.10%
09/20/2024,2,90.0,2,70.0,2,35.0,2,28.0,,0.10%
09/19/2024,2,65.0,2,40.0,2,75.0,2,75.0,,-0.14%
09/18/2024,2,00.0,2,55.0,2,87.5,2,11.5,,-0.08%
09/17/2024,2,20.0,2,82.0,2,35.0,2,57.5,,0.37%
09/16/2024,2,30.0,2,45.0,2,18.0,2,40.0,,0.00%
09/13/2024,2,30.0,2,85.0,2,98.0,2,20.0,,-0.18%
09/12/2024,2,75.0,2,85.0,2,05.0,2,27.5,,0.10%
09/11/2024,2,50.0,2,50.0,2,65.0,2,35.0,,-0.45%
09/10/2024,2,60.0,2,00.0,2,05.0,2,20.0,,-0.08%
09/09/2024,2,80.0,2,35.0,2,95.0,2,08.5,,0.33%
09/06/2024,2,00.0,2,65.0,2,12.5,2,90.0,,-0.53%
09/05/2024,2,30.0,2,40.0,2,40.0,2,35.0,,-0.49%
09/04/2024,2,52.0,2,85.0,2,97.5,2,50.0,,-0.03%
09/03/2024,2,60.0,2,60.0,2,60.0,2,60.0,,0.00%
09/02/2024,2,60.0,2,60.0,2,60.0,2,60.0,,0.00%
08/30/2024,2,60.0,2,95.0,2,00.0,2,65.5,,-0.04%
08/29/2024,2,70.0,2,95.0,2,05.0,2,25.0,,0.06%
08/28/2024,2,55.0,2,25.0,2,90.0,2,19.0,,0.14%
08/27/2024,2,20.0,2,52.5,2,67.0,2,10.0,,-0.16%
08/26/2024,2,60.0,2,90.0,2,48.0,2,55.0,,-0.42%
08/23/2024,2,65.0,2,33.0,2,17.5,2,33.0,,0.02%
08/22/2024,2,60.0,2,35.0,2,75.0,2,05.0,,0.12%
08/21/2024,2,30.0,2,15.0,2,45.0,2,02.5,,0.06%
08/20/2024,2,15.0,2,15.0,2,68.5,2,17.5,,-0.18%
08/19/2024,2,60.0,2,69.0,2,69.0,2,70.0,,-0.36%
08/16/2024,2,50.0,2,70.0,2,86.0,2,35.0,,0.06%
08/15/2024,2,35.0,2,40.0,2,95.0,2,27.5,,0.06%
08/14/2024,2,20.0,2,83.5,2,25.0,2,35.0,,-0.38%
08/13/2024,2,15.0,2,30.0,2,32.5,2,85.0,,-0.02%
08/12/2024,2,20.0,2,27.5,2,32.5,2,75.0,,0.12%
08/09/2024,2,90.0,2,55.0,2,60.0,2,02.5,,-0.18%
08/08/2024,2,35.0,2,60.0,2,62.5,2,05.0,,-0.08%
08/07/2024,2,55.0,2,55.0,2,79.0,2,05.0,,0.10%
08/06/2024,2,30.0,2,22.5,2,50.0,2,00.0,,0.20%
08/05/2024,2,80.0,2,10.0,2,25.0,2,75.0,,-0.50%
08/02/2024,2,05.0,2,25.0,2,80.0,2,92.5,,-0.04%
08/01/2024,2,15.0,2,15.0,2,52.5,2,90.0,,-0.08%
07/31/2024,2,35.0,2,85.0,2,30.0,2,35.0,,-0.16%
07/30/2024,2,75.0,2,90.0,2,05.0,2,67.0,,0.00%
07/29/2024,2,75.0,2,15.0,2,32.5,2,80.0,,-0.10%
07/26/2024,2,00.0,2,35.0,2,39.0,2,94.5,,0.06%
07/25/2024,2,85.0,2,50.0,2,77.5,2,95.0,,-0.26%
07/24/2024,2,50.0,2,67.5,2,11.5,2,30.0,,-0.02%
07/23/2024,2,55.0,2,55.0,2,65.0,2,47.5,,0.12%
07/22/2024,2,25.0,2,35.0,2,42.5,2,22.5,,0.04%
07/19/2024,2,15.0,2,30.0,2,73.5,2,90.0,,0.02%
07/18/2024,2,10.0,2,05.0,2,75.0,2,73.0,,-0.02%
07/17/2024,2,15.0,2,80.0,2,80.0,2,22.5,,-0.24%
07/16/2024,2,75.0,2,75.0,2,30.0,2,75.0,,0.06%
07/15/2024,2,60.0,2,15.0,2,22.5,2,70.0,,-0.20%
07/12/2024,2,10.0,2,20.0,2,47.5,2,15.0,,-0.05%
07/11/2024,2,23.0,2,22.5,2,30.0,2,16.5,,0.03%
07/10/2024,2,15.0,2,20.0,2,47.5,2,14.0,,0.01%
07/09/2024,2,13.0,2,15.0,2,52.5,2,13.0,,-0.01%
07/08/2024,2,15.0,2,10.0,2,52.5,2,05.0,,0.01%
07/05/2024,2,12.0,2,50.0,2,55.5,2,65.0,,-0.15%
07/04/2024,2,50.0,2,54.0,2,56.5,2,45.0,,0.00%
07/03/2024,2,50.0,2,47.5,2,56.0,2,44.5,,0.00%
07/02/2024,2,50.0,2,47.5,2,57.0,2,47.5,,0.00%
07/01/2024,2,50.0,2,50.0,2,58.5,2,43.5,,0.02%
06/28/2024,2,45.0,2,60.0,2,65.0,2,43.0,,-0.04%
06/27/2024,2,55.0,2,70.0,2,70.0,2,57.5,,-0.04%
06/26/2024,2,65.0,2,54.5,2,69.0,2,50.5,,0.04%
06/25/2024,2,55.0,2,57.5,2,62.5,2,45.0,,0.00%
06/24/2024,2,55.0,2,53.0,2,58.5,2,50.5,,0.02%
06/21/2024,2,50.0,2,55.0,2,60.0,2,49.0,,0.00%
06/20/2024,2,50.0,2,55.0,2,56.5,2,30.0,,0.00%
06/19/2024,2,50.0,2,54.0,2,56.0,2,40.0,,0.02%
06/18/2024,2,45.0,2,55.0,2,57.5,2,47.0,,-0.02%
06/17/2024,2,50.0,2,57.5,2,60.0,2,14.0,,0.00%
06/14/2024,2,50.0,2,52.5,2,55.0,2,15.0,,0.06%
06/13/2024,2,35.0,2,37.5,2,45.0,2,20.0,,0.00%
06/12/2024,2,35.0,2,42.5,2,51.0,2,15.0,,0.00%
06/11/2024,2,35.0,2,27.5,2,45.0,2,15.0,,0.08%
06/10/2024,2,15.0,2,20.0,2,56.0,2,10.0,,0.06%
06/07/2024,2,00.0,2,32.5,2,34.0,2,07.5,,-0.08%
06/06/2024,2,20.0,2,25.0,2,32.5,2,04.5,,0.02%
06/05/2024,2,15.0,2,15.0,2,24.0,2,05.0,,0.02%
06/04/2024,2,10.0,2,12.5,2,30.5,2,05.0,,-0.09%
06/03/2024,2,32.0,2,40.0,2,55.5,2,04.5,,-0.03%
05/31/2024,2,40.0,2,60.0,2,60.5,2,45.0,,-0.04%
05/30/2024,2,50.0,2,58.0,2,60.0,2,50.0,,0.00%
05/29/2024,2,50.0,2,57.5,2,60.0,2,47.5,,0.01%
05/28/2024,2,48.0,2,72.5,2,73.5,2,45.0,,0.01%
05/27/2024,2,45.0,2,50.0,2,75.0,2,48.5,,-0.08%
05/24/2024,2,65.0,2,76.0,2,76.5,2,65.0,,-0.02%
05/23/2024,2,69.0,2,67.5,2,70.0,2,45.0,,0.02%
05/22/2024,2,64.0,2,63.0,2,65.5,2,45.0,,0.01%
05/21/2024,2,61.0,2,58.0,2,62.5,2,30.0,,0.04%
05/20/2024,2,52.0,2,56.0,2,57.0,2,44.0,,0.02%
05/17/2024,2,48.0,2,53.5,2,53.5,2,37.5,,0.07%
05/16/2024,2,31.0,2,30.0,2,56.5,2,00.0,,-0.06%
05/15/2024,2,45.0,2,50.0,2,57.0,2,45.0,,-0.02%
05/14/2024,2,50.0,2,57.5,2,60.0,2,45.0,,-0.01%
05/13/2024,2,53.0,2,49.5,2,56.5,2,35.0,,0.01%
05/10/2024,2,50.0,2,47.5,2,64.0,2,32.0,,0.04%
05/09/2024,2,40.0,2,45.0,2,47.5,2,25.0,,0.06%
05/08/2024,2,25.0,2,30.0,2,37.0,2,95.0,,0.10%
05/07/2024,2,00.0,2,05.0,2,12.5,2,75.0,,0.12%
05/06/2024,2,70.0,2,90.0,2,15.0,2,60.0,,-0.12%
05/03/2024,2,00.0,2,15.0,2,23.0,2,07.5,,0.04%
05/02/2024,2,90.0,2,60.0,2,05.0,2,20.0,,0.24%
05/01/2024,2,30.0,2,30.0,2,30.0,2,30.0,,0.00%
04/30/2024,2,30.0,2,30.0,2,30.0,2,30.0,,0.00%
04/29/2024,2,30.0,2,30.0,2,30.0,2,30.0,,0.00%
04/26/2024,2,30.0,2,55.0,2,75.0,2,17.5,,-0.08%
04/25/2024,2,50.0,2,95.0,2,45.0,2,15.0,,-0.22%
04/24/2024,2,05.0,2,45.0,2,60.0,2,02.5,,-0.14%
04/23/2024,2,40.0,2,60.0,2,64.0,2,45.0,,-0.06%
04/22/2024,2,55.0,2,45.0,2,61.5,2,40.0,,0.06%
04/19/2024,2,40.0,2,61.0,2,63.0,2,05.0,,0.16%
04/18/2024,2,00.0,2,00.0,2,00.0,2,00.0,,0.00%
04/17/2024,2,00.0,2,50.0,2,30.0,2,45.0,,0.47%
04/16/2024,2,80.0,2,65.0,2,95.0,2,45.0,,0.40%
04/15/2024,2,80.0,2,35.0,2,95.0,2,94.5,,0.66%
04/12/2024,2,15.0,2,90.0,2,25.0,2,70.0,,0.14%
04/11/2024,2,80.0,2,00.0,2,12.5,2,50.0,,0.18%
04/10/2024,2,35.0,2,55.0,2,61.0,2,43.0,,-0.04%
04/09/2024,2,45.0,2,65.0,2,10.0,2,43.0,,-0.06%
04/08/2024,2,60.0,2,30.0,2,75.0,2,30.0,,0.04%
04/05/2024,2,50.0,2,70.0,2,05.0,2,49.5,,0.06%
04/04/2024,2,35.0,2,00.0,2,14.0,2,20.0,,-0.26%
04/03/2024,2,00.0,2,35.0,2,10.0,2,15.0,,0.40%
04/02/2024,2,00.0,2,15.0,2,37.5,2,00.0,,0.42%
04/01/2024,2,95.0,2,17.5,2,18.5,2,70.0,,-0.06%
03/29/2024,2,10.0,2,95.0,2,22.5,2,92.5,,0.08%
03/28/2024,2,90.0,2,10.0,2,18.5,2,72.5,,0.02%
03/27/2024,2,85.0,2,80.0,2,97.5,2,78.0,,0.06%
03/26/2024,2,70.0,2,70.0,2,92.5,2,50.0,,0.12%
03/25/2024,2,40.0,2,99.0,2,06.0,2,46.5,,-0.11%
03/22/2024,2,68.0,2,05.0,2,21.5,2,56.0,,-0.07%
03/21/2024,2,85.0,2,65.0,2,01.5,2,65.0,,0.04%
03/20/2024,2,75.0,2,70.0,2,90.0,2,15.0,,0.14%
03/19/2024,2,40.0,2,30.0,2,55.0,2,95.0,,0.10%
03/18/2024,2,15.0,2,45.0,2,45.0,2,90.0,,0.02%
03/15/2024,2,10.0,2,25.0,2,44.0,2,00.0,,0.08%
03/14/2024,2,90.0,2,85.0,2,07.5,2,36.5,,0.06%
03/13/2024,2,75.0,2,50.0,2,87.5,2,40.0,,0.12%
03/12/2024,2,45.0,2,55.0,2,80.0,2,25.0,,0.04%
03/11/2024,2,35.0,2,45.0,2,70.0,2,02.5,,-0.02%
03/08/2024,2,40.0,2,85.0,2,00.0,2,32.5,,-0.16%
03/07/2024,2,80.0,2,42.5,2,15.0,2,42.5,,0.06%
03/06/2024,2,65.0,2,07.5,2,21.5,2,42.5,,-0.10%
03/05/2024,2,90.0,2,90.0,2,05.0,2,49.5,,0.06%
03/04/2024,2,76.0,2,60.0,2,00.0,2,49.5,,0.15%
03/01/2024,2,40.0,2,52.5,2,60.0,2,39.0,,0.00%
02/29/2024,2,40.0,2,45.0,2,57.5,2,39.0,,0.08%
02/28/2024,2,20.0,2,45.0,2,55.0,2,06.0,,-0.02%
02/27/2024,2,25.0,2,70.0,2,74.0,2,32.5,,-0.14%
02/26/2024,2,60.0,2,50.0,2,07.5,2,40.0,,0.12%
02/23/2024,2,30.0,2,10.0,2,60.0,2,97.5,,0.16%
02/22/2024,2,90.0,2,55.0,2,15.0,2,52.5,,0.27%
02/21/2024,2,25.0,2,32.5,2,50.0,2,90.0,,0.00%
02/20/2024,2,25.0,2,45.0,2,50.0,2,27.5,,-0.02%
02/19/2024,2,30.0,2,30.0,2,40.0,2,90.0,,0.08%
02/16/2024,2,10.0,2,22.5,2,50.0,2,22.5,,0.25%
02/15/2024,2,50.0,2,55.0,2,65.0,2,00.0,,0.20%
02/14/2024,2,00.0,2,00.0,2,00.0,2,00.0,,0.00%
02/13/2024,2,00.0,2,00.0,2,00.0,2,00.0,,0.00%
02/12/2024,2,00.0,2,00.0,2,00.0,2,00.0,,0.00%
02/09/2024,2,00.0,2,00.0,2,00.0,2,00.0,,0.00%
02/08/2024,2,00.0,2,00.0,2,00.0,2,00.0,,0.00%
02/07/2024,2,00.0,2,75.0,2,65.0,2,70.0,,0.18%
02/06/2024,2,55.0,2,85.0,2,87.5,2,42.5,,-0.06%
02/05/2024,2,70.0,2,15.0,2,17.5,2,60.0,,0.14%
02/02/2024,2,35.0,2,00.0,2,17.5,2,30.0,,-0.27%
02/01/2024,2,00.0,2,14.5,2,30.0,2,62.5,,-0.06%
01/31/2024,2,15.0,2,00.0,2,65.0,2,95.0,,0.08%
01/30/2024,2,95.0,2,10.0,2,10.0,2,95.0,,-0.55%
01/29/2024,2,30.0,2,95.0,2,10.0,2,35.0,,-0.26%
01/26/2024,2,95.0,2,20.0,2,25.0,2,00.0,,-0.04%
01/25/2024,2,05.0,2,95.0,2,15.0,2,77.5,,0.02%
01/24/2024,2,00.0,2,75.0,2,17.5,2,41.0,,0.14%
01/23/2024,2,65.0,2,65.0,2,75.0,2,10.0,,0.06%
01/22/2024,2,50.0,2,35.0,2,65.0,2,10.0,,0.04%
01/19/2024,2,40.0,2,50.0,2,70.0,2,35.0,,-0.02%
01/18/2024,2,45.0,2,20.0,2,80.0,2,20.0,,0.06%
01/17/2024,2,30.0,2,20.0,2,56.5,2,20.0,,0.12%
01/16/2024,2,00.0,2,05.0,2,47.5,2,70.0,,0.12%
01/15/2024,2,70.0,2,60.0,2,90.0,2,60.0,,-0.08%
01/12/2024,2,90.0,2,95.0,2,35.0,2,80.0,,0.06%
01/11/2024,2,75.0,2,55.0,2,92.5,2,45.0,,0.29%
01/10/2024,2,05.0,2,70.0,2,20.0,2,45.0,,0.18%
01/09/2024,2,60.0,2,50.0,2,92.5,2,37.5,,0.12%
01/08/2024,2,30.0,2,70.0,2,90.0,2,27.5,,-0.16%
01/05/2024,2,70.0,2,70.0,2,80.0,2,37.0,,0.04%
01/04/2024,2,60.0,2,65.0,2,00.0,2,57.5,,-0.04%
01/03/2024,2,70.0,2,45.0,2,87.5,2,10.0,,0.18%
01/02/2024,2,25.0,2,65.0,2,37.5,2,50.0,,0.27%
01/01/2024,2,60.0,2,60.0,2,60.0,2,60.0,,0.00%
12/29/2023,2,60.0,2,70.0,2,00.0,2,40.0,,0.10%
12/28/2023,2,35.0,2,00.0,2,55.0,2,50.0,,-0.45%
12/27/2023,2,45.0,2,75.0,2,91.0,2,15.0,,0.08%
12/26/2023,2,25.0,2,50.0,2,35.0,2,10.0,,0.39%
12/25/2023,2,30.0,2,20.0,2,65.0,2,80.0,,-0.02%
12/22/2023,2,35.0,2,00.0,2,17.5,2,35.0,,-0.35%
12/21/2023,2,20.0,2,42.5,2,57.5,2,20.0,,-0.06%
12/20/2023,2,35.0,2,30.0,2,49.0,2,75.0,,-0.06%
12/19/2023,2,50.0,2,60.0,2,78.0,2,40.0,,0.00%
12/18/2023,2,50.0,2,65.0,2,75.0,2,30.0,,0.37%
12/15/2023,2,60.0,2,45.0,2,75.0,2,20.0,,0.06%
12/14/2023,2,45.0,2,27.5,2,65.0,2,00.0,,-0.14%
12/13/2023,2,79.0,2,62.5,2,83.0,2,57.5,,0.08%
12/12/2023,2,60.0,2,70.0,2,80.0,2,63.5,,0.04%
12/11/2023,2,50.0,2,10.0,2,77.5,2,80.0,,0.12%
12/08/2023,2,20.0,2,60.0,2,67.5,2,30.0,,-0.23%
12/07/2023,2,75.0,2,80.0,2,90.0,2,67.5,,0.00%
12/06/2023,2,74.0,2,80.0,2,05.0,2,63.0,,0.03%
12/05/2023,2,66.0,2,55.0,2,83.5,2,37.5,,0.07%
12/04/2023,2,50.0,2,80.0,2,95.0,2,25.0,,-0.16%
12/01/2023,2,90.0,2,00.0,2,15.0,2,60.0,,0.16%
11/30/2023,2,50.0,2,60.0,2,77.5,2,00.0,,-0.04%
11/29/2023,2,60.0,2,90.0,2,70.0,2,82.0,,0.12%
11/28/2023,2,30.0,2,57.5,2,60.0,2,28.5,,0.00%
11/27/2023,2,30.0,2,30.0,2,70.0,2,21.5,,-0.12%
11/24/2023,2,60.0,2,60.0,2,82.0,2,10.0,,0.08%
11/23/2023,2,40.0,2,10.0,2,47.5,2,65.0,,0.14%
11/22/2023,2,05.0,2,45.0,2,17.5,2,42.5,,0.31%
11/21/2023,2,30.0,2,10.0,2,72.5,2,97.0,,-0.17%
11/20/2023,2,70.0,2,15.0,2,35.0,2,58.0,,-0.33%
11/17/2023,2,50.0,2,00.0,2,05.0,2,25.0,,-0.16%
11/16/2023,2,88.0,2,88.0,2,12.5,2,74.5,,-0.01%
11/15/2023,2,90.0,2,78.0,2,81.0,2,69.0,,-0.27%
11/14/2023,2,55.0,2,83.0,2,89.0,2,52.5,,-0.11%
11/13/2023,2,83.0,2,20.0,2,95.5,2,20.0,,0.28%
11/10/2023,2,15.0,2,80.0,2,80.0,2,05.0,,-0.10%
11/09/2023,2,40.0,2,75.0,2,95.0,2,30.0,,-0.12%
11/08/2023,2,70.0,2,45.0,2,85.0,2,90.0,,0.25%
11/07/2023,2,10.0,2,60.0,2,77.5,2,62.5,,-0.10%
11/06/2023,2,35.0,2,65.0,2,65.0,2,15.0,,-0.75%
11/03/2023,2,20.0,2,75.0,2,80.0,2,35.0,,-0.20%
11/02/2023,2,70.0,2,65.0,2,85.0,2,58.0,,-0.06%
11/01/2023,2,85.0,2,75.0,2,93.0,2,60.0,,0.10%
10/31/2023,2,60.0,2,55.0,2,73.5,2,51.5,,0.01%
10/30/2023,2,58.0,2,70.0,2,90.0,2,55.0,,-0.05%
10/27/2023,2,70.0,2,06.0,2,12.0,2,55.0,,-0.08%
10/26/2023,2,90.0,2,90.0,2,20.0,2,70.0,,0.12%
10/25/2023,2,60.0,2,65.0,2,85.0,2,50.0,,0.04%
10/24/2023,2,50.0,2,60.0,2,97.5,2,25.0,,-0.16%
10/23/2023,2,90.0,2,35.0,2,17.5,2,85.0,,0.29%
10/20/2023,2,20.0,2,65.0,2,82.5,2,80.0,,-0.12%
10/19/2023,2,50.0,2,85.0,2,97.5,2,90.0,,-0.02%
10/18/2023,2,55.0,2,87.5,2,77.5,2,79.5,,0.27%
10/17/2023,2,90.0,2,55.0,2,03.0,2,54.0,,0.12%
10/16/2023,2,60.0,2,52.5,2,81.5,2,45.0,,0.08%
10/13/2023,2,40.0,2,85.0,2,85.0,2,35.0,,0.02%
10/12/2023,2,35.0,2,40.0,2,60.0,2,25.0,,-0.02%
10/11/2023,2,40.0,2,02.0,2,55.0,2,80.0,,0.21%
10/10/2023,2,90.0,2,92.5,2,25.0,2,72.0,,0.08%
10/09/2023,2,70.0,2,67.5,2,02.5,2,52.5,,0.04%
10/06/2023,2,60.0,2,75.0,2,26.5,2,63.5,,-0.08%
10/05/2023,2,80.0,2,10.0,2,28.0,2,80.0,,-0.16%
10/04/2023,2,20.0,2,95.0,2,40.0,2,79.0,,0.14%
10/03/2023,2,85.0,2,75.0,2,14.0,2,75.0,,0.18%
10/02/2023,2,40.0,2,05.0,2,87.5,2,97.5,,0.25%
09/29/2023,2,80.0,2,15.0,2,20.0,2,65.0,,-0.43%
09/28/2023,2,85.0,2,35.0,2,45.0,2,90.0,,0.00%
09/27/2023,2,85.0,2,35.0,2,37.5,2,74.5,,0.02%
09/26/2023,2,80.0,2,52.5,2,42.5,2,52.5,,0.00%
09/25/2023,2,80.0,2,40.0,2,97.5,2,25.0,,0.08%
09/22/2023,2,60.0,2,20.0,2,75.0,2,85.0,,0.21%
09/21/2023,2,10.0,2,95.0,2,35.0,2,55.0,,0.16%
09/20/2023,2,70.0,2,72.5,2,80.0,2,85.0,,-0.41%
09/19/2023,2,70.0,2,85.0,2,16.5,2,82.5,,0.00%
09/18/2023,2,70.0,2,75.0,2,85.0,2,55.0,,0.49%
09/15/2023,2,50.0,2,55.0,2,70.0,2,30.5,,0.12%
09/14/2023,2,20.0,2,65.0,2,40.0,2,60.0,,0.27%
09/13/2023,2,55.0,2,00.0,2,76.5,2,95.0,,0.23%
09/12/2023,2,00.0,2,85.0,2,15.0,2,79.0,,0.10%
09/11/2023,2,75.0,2,70.0,2,85.0,2,45.0,,0.08%
09/08/2023,2,55.0,2,55.0,2,25.0,2,55.0,,-0.02%
